"","authfull","inst_name","cntry","np6020","firstyr","lastyr","rank (ns)","nc9620 (ns)","h20 (ns)","hm20 (ns)","nps (ns)","ncs (ns)","cpsf (ns)","ncsf (ns)","npsfl (ns)","ncsfl (ns)","c (ns)","npciting (ns)","cprat (ns)","np6020 cited9620 (ns)","self%","rank","nc9620","h20","hm20","nps","ncs","cpsf","ncsf","npsfl","ncsfl","c","npciting","cprat","np6020 cited9620","np6020_d","nc9620_d","sm-subfield-1","sm-subfield-1-frac","sm-subfield-2","sm-subfield-2-frac","sm-field","sm-field-frac","rank sm-subfield-1","rank sm-subfield-1 (ns)","sm-subfield-1 count"
"672","Wang, Chin Liang","National Tsing Hua University","twn",228,1985,2020,140360,2331,24,16.15,6,55,140,1296,206,2082,3.30136411718596,1947,1.19722650231125,179,0.1106,145635,2621,25,17.9833333333333,6,56,140,1458,206,2317,3.34498626434441,2095,1.25107398568019,188,0,67,"Networking & Telecommunications",0.719298245614035,"Electrical & Electronic Engineering",0.131578947368421,"Information & Communication Technologies",0.789473684210526,1325,1292,183648
"673","Chen, Chung Hsuan","Academia Sinica, Genomics Research Center","twn",260,1975,2021,140397,6071,39,14.070036989441,2,89,51,209,138,1585,3.30127984648459,5454,1.11312797946461,220,0.1169,142881,6875,43,15.6347195291235,2,91,51,214,138,1900,3.35291998401913,5895,1.16624257845632,223,0,50,"Analytical Chemistry",0.261538461538462,"Chemical Physics",0.103846153846154,"Chemistry",0.373076923076923,1145,1091,102767
"674","Wu, Hsin Kai","National Taiwan Normal University","twn",66,1995,2021,140514,2788,22,12.7380952380952,2,65,19,1972,32,2069,3.30099536776633,2527,1.10328452710724,60,0.07,149850,2998,24,13.2380952380952,2,73,19,2059,32,2174,3.33317382785791,2630,1.13992395437262,60,2,82,"Education",0.935483870967742,"Analytical Chemistry",0.032258064516129,"Social Sciences",0.935483870967742,771,762,70063
"675","Yang, Jen Ming","Chang Gung University","twn",100,1988,2021,140553,2786,28,14.0440476190476,3,44,56,1571,74,1828,3.30089205372555,2508,1.11084529505582,95,0.1542,127412,3294,32,16.1273809523809,3,57,56,1848,74,2187,3.39923825152219,2697,1.22135706340378,97,2,53,"Polymers",0.41,"Biomedical Engineering",0.25,"Chemistry",0.44,1260,1280,100162
"676","Hsieh, Ling–Ling","National Taiwan University","twn",154,1985,2020,140881,5465,38,15.6737991175491,2,39,21,466,55,1445,3.30000304254945,5090,1.07367387033399,147,0.1042,151947,6101,41,15.9591526529026,2,40,21,510,55,1574,3.32751155956826,5582,1.09297742744536,148,0,92,"Oncology & Carcinogenesis",0.454545454545454,"Toxicology",0.0974025974025974,"Clinical Medicine",0.720779220779221,5535,5348,271773
"677","Hsieh, Ching Liang","China Medical University Hospital Taichung","twn",189,1995,2021,141015,3760,34,15.9686258186258,3,33,23,648,113,2127,3.29961523401316,3201,1.17463292721025,172,0.151,129546,4429,37,18.777417027417,3,43,23,772,113,2459,3.39238085282393,3438,1.28824898196626,177,1,71,"Complementary & Alternative Medicine",0.526595744680851,"Medicinal & Biomolecular Chemistry",0.143617021276596,"Clinical Medicine",0.76063829787234,35,40,11649
"678","Pan, Tzu Ming","National Taiwan University","twn",248,1993,2020,141161,5232,38,21.9194444444444,1,12,18,219,213,4480,3.29913333047176,3991,1.31094963668254,229,0.2148,126718,6663,46,24.9384920634921,1,13,18,258,213,5757,3.40146951037259,4311,1.54558107167711,233,0,116,"Food Science",0.455284552845528,"Microbiology",0.138211382113821,"Agriculture, Fisheries & Forestry",0.467479674796748,562,650,58351
"679","Lee, Tony J.F.","Buddhist Tzu-Chi General Hospital Taiwan","twn",153,1974,2020,142105,2809,26,15.5496031746032,9,123,35,390,131,2235,3.29632724212026,2379,1.1807482135351,119,0.2047,112803,3532,31,18.9809884559884,9,165,35,585,131,2873,3.44740521248534,2544,1.38836477987421,127,1,54,"Pharmacology & Pharmacy",0.271523178807947,"Cardiovascular System & Hematology",0.225165562913907,"Clinical Medicine",0.754966887417219,1069,1409,131063
"680","Chen, Chia Chun","National Taiwan Normal University","twn",145,1987,2021,142495,8914,49,15.8499060579943,0,0,15,2286,69,4416,3.29510819991075,8278,1.07683015221068,133,0.0666,156317,9550,52,16.7579147160029,0,0,15,2376,69,4724,3.31577760521776,8710,1.09644087256028,138,1,135,"Nanoscience & Nanotechnology",0.241379310344828,"Applied Physics",0.206896551724138,"Enabling & Strategic Technologies",0.36551724137931,1360,1260,89177
"681","Cheng, Ta Wui","National Taipei University of Technology","twn",89,1991,2021,143248,2266,24,12.0190476190476,3,112,19,1401,41,1772,3.29303553468015,1937,1.16985028394424,67,0.0539,158958,2395,25,12.6952380952381,3,114,19,1441,41,1835,3.308822865054,2006,1.19391824526421,68,1,84,"Environmental Sciences",0.202247191011236,"Building & Construction",0.168539325842697,"Enabling & Strategic Technologies",0.337078651685393,1006,884,77304
"682","Wu, Tzong Ming","National Chung Hsing University","twn",151,1995,2021,144155,3749,32,18.8873015873016,2,4,48,2065,114,3237,3.2903536115807,3308,1.13331318016929,137,0.1065,153446,4196,34,20.5257936507936,2,4,48,2204,114,3492,3.32330319341366,3498,1.19954259576901,138,3,95,"Polymers",0.553333333333333,"Materials",0.14,"Chemistry",0.566666666666667,1484,1317,100162
"683","Hung, Shih Chieh","China Medical University","twn",170,1996,2021,144188,7678,43,15.1894623350506,2,2,15,1271,100,4094,3.29025150096578,7132,1.07655636567583,152,0.0672,147265,8231,46,15.8600972556855,2,3,15,1416,100,4402,3.3402123458925,7421,1.10914971028163,153,0,83,"Orthopedics",0.159763313609467,"Oncology & Carcinogenesis",0.142011834319527,"Clinical Medicine",0.662721893491124,1040,1106,67782
"684","Pu, Yeong Shiau","National Taiwan University Hospital","twn",249,1991,2021,144568,6670,34,14.8728742447783,2,33,23,548,78,1512,3.28910619186396,6069,1.09902784643269,224,0.1014,137320,7423,39,15.9700964670005,2,44,23,648,78,1727,3.36883921880673,6504,1.14129766297663,226,1,98,"Urology & Nephrology",0.282258064516129,"Oncology & Carcinogenesis",0.274193548387097,"Clinical Medicine",0.729838709677419,1411,1534,76322
"685","Lee, Hsuan Shih","National Taiwan Ocean University","twn",73,1998,2021,144594,1669,18,11.9833333333333,19,493,38,881,57,1444,3.28903339598722,1526,1.09370904325033,62,0.0764,157388,1807,18,12.6833333333333,19,530,38,951,57,1568,3.31292906148519,1587,1.13862633900441,66,0,88,"Artificial Intelligence & Image Processing",0.479452054794521,"Civil Engineering",0.164383561643836,"Information & Communication Technologies",0.506849315068493,2602,2342,253359
"686","Chen, C. J.","Taipei Medical University Shuang-Ho Hospital","twn",148,1995,2020,144634,2677,29,13.8205738705739,6,59,37,1169,68,1579,3.28891594453211,2523,1.06103844629409,131,0.0329,170281,2768,29,13.6539072039072,6,59,37,1196,68,1614,3.27967564453571,2603,1.0633883980023,132,0,37,"Nuclear Medicine & Medical Imaging",0.493243243243243,"Neurology & Neurosurgery",0.222972972972973,"Clinical Medicine",0.939189189189189,1586,1379,101860
"687","Hou, Huei Tse","National Taiwan University of Science and Technology","twn",116,1999,2021,144711,1927,27,13.9333333333333,8,239,35,707,71,971,3.28870581634469,1644,1.17214111922141,76,0.1879,132045,2373,27,15.1,8,340,35,973,71,1276,3.38464926058043,1788,1.32718120805369,85,3,77,"Education",0.742857142857143,"Artificial Intelligence & Image Processing",0.171428571428571,"Social Sciences",0.761904761904762,659,793,70063
"688","Chen, F. C.","National Chiao Tung University","twn",38,1989,2015,145532,1699,14,10.5,5,613,26,1311,38,1699,3.28633002670838,1424,1.19311797752809,34,0.0236,170506,1740,14,10.5,5,614,26,1316,38,1740,3.27908138078268,1455,1.19587628865979,34,1,27,"Industrial Engineering & Automation",0.631578947368421,"Electrical & Electronic Engineering",0.131578947368421,"Engineering",0.815789473684211,1294,1058,96361
"689","Lin, Kwang Lung","National Cheng Kung University","twn",265,1983,2021,145970,3149,31,21.0409090909091,3,9,85,1019,224,2916,3.28508881251715,2333,1.349764252036,235,0.1844,147498,3861,33,22.5409090909091,3,9,85,1208,224,3503,3.33962943763309,2539,1.52067743205987,243,1,65,"Materials",0.380228136882129,"Applied Physics",0.365019011406844,"Enabling & Strategic Technologies",0.444866920152091,2078,2016,285331
"690","Horng, Ming Huwi","National Pingtung University","twn",49,1993,2021,146015,1243,17,11.95,17,680,36,1121,41,1160,3.28493608547938,1015,1.22463054187192,39,0.0387,164505,1293,18,11.95,17,707,36,1158,41,1201,3.29426918090467,1047,1.23495702005731,39,3,73,"Artificial Intelligence & Image Processing",0.408163265306123,"Biomedical Engineering",0.122448979591837,"Information & Communication Technologies",0.530612244897959,2727,2368,253359
"691","Cheng, Yen Ju","National Yang Ming Chiao Tung University","twn",112,2002,2021,146045,8175,38,13.7110250860251,0,0,23,4538,64,5221,3.28485124150954,6626,1.23377603380622,109,0.1296,148572,9392,43,15.0026917526917,0,0,23,4957,64,5830,3.33660357781863,6953,1.35078383431612,109,0,60,"Nanoscience & Nanotechnology",0.223214285714286,"Polymers",0.205357142857143,"Chemistry",0.526785714285714,1278,1289,89177
"692","Huang, Hsiao Ping","National Taiwan University","twn",178,1980,2017,146056,2649,27,14.8178571428571,2,94,67,750,109,1446,3.28481900365598,2149,1.23266635644486,122,0.114,153502,2990,28,15.8511904761905,2,99,67,845,109,1612,3.32311334154225,2314,1.29213483146067,125,0,61,"Chemical Engineering",0.715909090909091,"Industrial Engineering & Automation",0.221590909090909,"Engineering",0.982954545454545,762,696,66189
"693","Chen, Sinn wen","National Tsing Hua University","twn",212,1989,2019,146266,3562,32,19.9447802197802,4,8,83,1244,152,2492,3.28422496404501,2635,1.35180265654649,188,0.2653,112344,4848,38,23.7947802197802,4,14,83,1668,152,3359,3.44888703917818,2990,1.62140468227425,195,0,34,"Materials",0.578947368421053,"Applied Physics",0.282296650717703,"Enabling & Strategic Technologies",0.62200956937799,1555,2021,285331
"694","Chang, Shang Tzen","National Taiwan University","twn",202,1982,2021,146277,6893,43,20.8897186147186,1,0,30,1301,164,5840,3.28418659089326,5282,1.30499810677774,193,0.1509,81800,8118,48,22.9492424242424,1,12,30,1693,164,6924,3.56870928173367,5577,1.45562130177515,195,0,302,"Forestry",0.301980198019802,"Biotechnology",0.178217821782178,"Agriculture, Fisheries & Forestry",0.48019801980198,81,170,28228
"695","Lin, Chun Ching","Kaohsiung Medical University","twn",125,2000,2014,146762,7510,54,20.0198412698413,0,0,12,726,102,6491,3.28287620984446,6503,1.15485160695064,125,0.0445,164562,7860,56,21.1365079365079,0,0,12,751,102,6724,3.29411504326554,6685,1.17576664173523,125,1,387,"Complementary & Alternative Medicine",0.208,"Medicinal & Biomolecular Chemistry",0.208,"Clinical Medicine",0.48,48,41,11649
"696","Chen, Chiachung","National Chung Hsing University","twn",74,1989,2020,147121,1131,19,15.4583333333333,28,443,42,840,70,1078,3.28190172301212,992,1.14012096774194,59,0.128,148496,1297,20,16.625,28,516,42,957,70,1233,3.33684122933846,1046,1.23996175908222,64,1,32,"Agronomy & Agriculture",0.364864864864865,"Analytical Chemistry",0.135135135135135,"Agriculture, Fisheries & Forestry",0.486486486486487,791,796,64212
"697","Tsai, Pei Shan","Taipei Medical University","twn",188,1993,2021,147194,3532,30,15.9623015873016,6,30,27,811,97,2074,3.28167864164178,3348,1.05495818399044,171,0.0873,158253,3870,32,16.9206349206349,6,33,27,835,97,2148,3.31062423727904,3530,1.09631728045326,172,0,63,"Nursing",0.219251336898396,"Anesthesiology",0.197860962566845,"Clinical Medicine",0.657754010695187,424,416,90621
"698","Liu, Chih Wen","National Taiwan University","twn",143,1993,2021,147586,4584,36,17.8769230769231,1,12,16,648,78,2521,3.28071793176519,3726,1.23027375201288,118,0.0698,166544,4928,37,17.7602564102564,1,13,16,673,78,2655,3.28910060954173,3905,1.26197183098592,123,0,137,"Energy",0.626760563380282,"Electrical & Electronic Engineering",0.197183098591549,"Enabling & Strategic Technologies",0.661971830985915,2081,1784,229150
"699","Li, Pai Chi","National Taiwan University","twn",304,1991,2021,147679,3991,30,16.5746031746032,4,16,44,966,258,2589,3.28046349043493,3408,1.17106807511737,208,0.1635,131594,4771,33,19.1650793650794,4,23,44,1176,258,3148,3.38598147177419,3814,1.25091767173571,232,0,40,"Acoustics",0.625,"Nuclear Medicine & Medical Imaging",0.111842105263158,"Physics & Astronomy",0.697368421052632,347,399,32178
"700","Yeh, Tsu F.","Taipei Medical University","twn",163,1974,2021,148350,4216,28,10.8608981804104,8,23,65,1717,112,3049,3.27852092261414,3518,1.19840818646959,119,0.0541,167438,4457,29,11.0608981804104,8,23,65,1786,112,3203,3.28675541435169,3667,1.21543496045814,120,0,30,"Pediatrics",0.524691358024691,"Respiratory System",0.0679012345679012,"Clinical Medicine",0.888888888888889,930,866,63988
"701","Zhang, Wei Min","National Cheng Kung University","twn",113,1987,2021,148408,2883,25,13.6833333333333,10,35,32,1550,89,2320,3.27838947370538,2269,1.27060379021595,91,0.2047,129161,3625,29,16.2666666666667,10,51,32,1674,89,2783,3.39365951224562,2507,1.44595133625848,98,0,6,"General Physics",0.3,"Nuclear & Particle Physics",0.3,"Physics & Astronomy",0.990909090909091,991,1057,71123
"702","Cheng, Liao Ping","Tamkang University","twn",105,1992,2021,148510,2323,27,12.0666666666667,2,139,18,643,88,1952,3.27811462985972,1692,1.37293144208038,97,0.1906,134140,2870,31,13.8833333333333,2,158,18,810,88,2402,3.37841708771212,1820,1.57692307692308,99,0,30,"Polymers",0.59047619047619,"Chemical Engineering",0.161904761904762,"Chemistry",0.59047619047619,1311,1360,100162
"703","Gong, Gwo Ching","National Taiwan Ocean University","twn",187,1993,2021,148578,5064,33,16.3058663558663,2,15,17,833,57,2091,3.27789985606286,3694,1.37087168381159,171,0.2269,118586,6550,40,19.7708846708847,2,19,17,1212,57,2814,3.42789998213705,4072,1.60854616895874,175,0,5,"Oceanography",0.304812834224599,"Marine Biology & Hydrobiology",0.262032085561497,"Earth & Environmental Sciences",0.582887700534759,263,337,16540
"704","Tai, Clifford Y.","National Taiwan University","twn",105,1975,2017,149672,2427,28,14.9,4,39,67,1340,81,1730,3.27471647088291,1874,1.29509071504803,93,0.1103,150857,2728,31,15.5666666666667,4,46,67,1538,81,1943,3.33039430397205,1974,1.38196555217832,95,0,45,"Chemical Engineering",0.679611650485437,"Applied Physics",0.213592233009709,"Engineering",0.689320388349515,738,718,66189
"705","Ho, Wen Fu","National University of Kaohsiung","twn",78,1999,2021,149885,2119,25,10.8166666666667,2,122,20,1113,67,2044,3.2741111902375,1572,1.34796437659033,74,0.1729,138655,2562,28,11.5666666666667,2,165,20,1361,67,2474,3.36511605780633,1655,1.54803625377643,75,0,77,"Materials",0.615384615384615,"Biomedical Engineering",0.205128205128205,"Enabling & Strategic Technologies",0.628205128205128,1950,2074,285331
"706","Chou, Jyh Horng","National Chung Hsing University","twn",325,1985,2021,149940,3193,25,15.2,15,81,67,416,239,2475,3.27396088919753,2879,1.10906564779437,227,0.2043,121978,4013,28,18.3428571428571,15,129,67,569,239,3103,3.41669585743376,3131,1.2816991376557,254,2,131,"Industrial Engineering & Automation",0.439628482972136,"Artificial Intelligence & Image Processing",0.207430340557275,"Engineering",0.578947368421053,933,1091,96361
"707","Jeang, A.","Feng Chia University","twn",75,1989,2020,150184,861,19,16.6666666666667,38,551,69,822,73,852,3.27333359859992,598,1.43979933110368,63,0.2333,138553,1123,21,17.3333333333333,38,706,69,1051,73,1082,3.36540481315312,690,1.62753623188406,66,0,21,"Operations Research",0.386666666666667,"Industrial Engineering & Automation",0.306666666666667,"Engineering",0.76,513,593,26063
"708","Yeh, Gour Tsyh","National Central University","twn",169,1968,2021,151021,2142,21,11.8957282913165,26,149,76,1037,137,1954,3.27095802764556,1820,1.17692307692308,103,0.1672,146114,2572,24,12.9135854341737,26,167,76,1173,137,2300,3.34365255695452,2019,1.27389796929173,117,0,11,"Environmental Engineering",0.554838709677419,"Geochemistry & Geophysics",0.0967741935483871,"Engineering",0.606451612903226,719,730,51126
"709","Yeh, Ho Ming","Tamkang University","twn",339,1967,2016,151095,1773,19,13.7,109,192,275,1204,293,1352,3.27077754615919,1122,1.58021390374332,197,0.4611,71580,3290,27,19.7,109,476,275,2318,293,2567,3.6166975726788,1419,2.3185341789993,274,0,32,"Chemical Engineering",0.662721893491124,"Energy",0.210059171597633,"Engineering",0.733727810650888,292,729,66189
"710","Lin, Jehnming","National Cheng Kung University","twn",43,1990,2013,151432,1142,21,14.1666666666667,6,436,15,692,43,1142,3.269839553537,829,1.37756332931242,38,0.0181,177146,1163,21,14.1666666666667,6,442,15,706,43,1163,3.2629907295936,843,1.37959667852906,39,1,30,"Optoelectronics & Photonics",0.65,"Industrial Engineering & Automation",0.15,"Enabling & Strategic Technologies",0.75,745,572,108280
"711","Hua, Chih Chiang","National Yunlin University of Science and Technology","twn",103,1992,2021,151561,2240,22,12.0833333333333,4,53,89,2162,96,2202,3.26945106228987,2056,1.08949416342412,75,0.0145,174338,2273,22,12.5833333333333,4,54,89,2189,96,2234,3.26967572606665,2082,1.09173871277618,75,1,98,"Electrical & Electronic Engineering",0.59,"Energy",0.17,"Engineering",0.68,554,444,105029
"712","Young, Tai Horng","National Taiwan University College of Medicine","twn",297,1990,2021,151766,6615,42,22.3753968253968,1,0,44,1354,197,4262,3.2688557386164,5674,1.16584420162143,265,0.1534,150980,7814,47,23.9170634920635,1,0,44,1631,197,5165,3.3300707580241,6161,1.26830060055186,272,1,79,"Biomedical Engineering",0.424242424242424,"Polymers",0.104377104377104,"Engineering",0.531986531986532,677,672,64425
"713","Chen, Sherry Y.","National Central University","twn",154,1997,2021,152023,2350,29,16.0666666666667,4,51,33,884,100,1468,3.26811469196062,1989,1.18149824032177,111,0.1751,140361,2849,31,17.8166666666667,4,69,33,1085,100,1825,3.36019654901536,2167,1.31472081218274,116,3,104,"Education",0.486111111111111,"Artificial Intelligence & Image Processing",0.180555555555556,"Social Sciences",0.611111111111111,706,842,70063
"714","Cheng, Fu Chou","Veterans General Hospital-Taichung Taiwan","twn",153,1992,2019,152657,3352,32,14.9826479076479,1,55,23,630,58,1279,3.26635337265417,2973,1.12748065926673,149,0.1106,160999,3769,35,15.6850288600289,1,55,23,697,58,1428,3.30333032229018,3209,1.17450919289498,150,1,30,"Analytical Chemistry",0.26797385620915,"Neurology & Neurosurgery",0.254901960784314,"Clinical Medicine",0.522875816993464,1307,1205,102767
"715","Twu, Chorng H.","Tainan University of Technology","twn",55,1974,2010,152670,1471,18,11,7,363,45,1263,52,1442,3.26633738029574,1117,1.31692032229185,53,0.0678,163901,1578,19,11.9333333333333,7,364,45,1353,52,1542,3.29576396341506,1149,1.3733681462141,54,2,21,"Chemical Engineering",0.818181818181818,"Chemical Physics",0.0909090909090909,"Engineering",0.818181818181818,816,739,66189
"716","Chiang, Ko Ta","Hsiuping University of Science and Technology","twn",40,1994,2013,152786,1473,22,12.5833333333333,7,275,20,857,35,1340,3.26601004029562,1287,1.14452214452214,37,0.0041,180398,1479,22,12.5833333333333,7,276,20,862,35,1346,3.2550972904937,1291,1.14562354763749,38,0,114,"Mechanical Engineering & Transports",0.375,"Industrial Engineering & Automation",0.325,"Engineering",0.7,1311,1023,109724
"717","Li, Chun Ta","Tainan University of Technology","twn",104,2006,2020,152864,1888,23,11.7833333333333,5,110,63,1548,76,1591,3.26581612588157,1529,1.23479398299542,96,0.2396,125268,2483,26,14.9833333333333,5,144,63,2000,76,2070,3.40609229306713,1685,1.47359050445104,99,13,261,"Artificial Intelligence & Image Processing",0.336538461538462,"Networking & Telecommunications",0.230769230769231,"Information & Communication Technologies",0.769230769230769,2033,2480,253359
"718","Kuo, Hao Chung","National Chiao Tung University","twn",1252,1993,2021,153877,11435,45,19.985008047508,2,7,33,180,312,2364,3.26301080228628,8664,1.31982917820868,695,0.2159,137053,14584,54,22.9196113526996,2,7,33,239,312,3066,3.36963421384246,10069,1.44840599860959,732,5,144,"Optoelectronics & Photonics",0.303643724696356,"Applied Physics",0.28421052631579,"Physics & Astronomy",0.54331983805668,544,581,108280
"719","Chang, Te Sheng","National University of Tainan Taiwan","twn",45,2003,2021,153976,1535,14,8.23333333333333,5,1053,26,1266,39,1469,3.26275486499492,1345,1.14126394052045,43,0.1002,155588,1706,15,9.51666666666667,5,1100,26,1381,39,1632,3.31762008164788,1384,1.23265895953757,44,0,41,"Biotechnology",0.266666666666667,"Chemical Physics",0.2,"Enabling & Strategic Technologies",0.288888888888889,473,467,52513
"720","Chiang, Jung Hsien","National Cheng Kung University","twn",95,1992,2021,154007,2029,23,12.8317155067155,7,175,36,896,67,1249,3.26268614901907,1929,1.05184033177812,79,0.1034,164656,2263,24,13.7865847115847,7,182,36,952,67,1346,3.29386516335092,2100,1.07761904761905,80,0,59,"Artificial Intelligence & Image Processing",0.457446808510638,"Bioinformatics",0.148936170212766,"Information & Communication Technologies",0.585106382978723,2730,2490,253359
"721","Chiu, Fu Chien","Ming Chuan University","twn",65,1997,2021,154121,1457,15,9.83452380952381,8,742,29,1217,40,1309,3.26232284790622,1315,1.10798479087453,51,0.0796,162213,1583,17,10.4456349206349,8,764,29,1277,40,1383,3.30028916069399,1379,1.14793328498912,55,0,18,"Applied Physics",0.625,"Materials",0.140625,"Physics & Astronomy",0.625,4771,4232,269833
"722","Chueh, Yu Lun","National Tsing Hua University","twn",331,2002,2021,154191,11132,48,16.9976374932257,2,1,16,700,151,3348,3.26211437106176,10139,1.09793865272709,288,0.1202,156772,12653,51,18.9213748669631,2,1,16,834,151,3850,3.31457249678007,11017,1.14849777616411,295,4,149,"Nanoscience & Nanotechnology",0.474006116207951,"Applied Physics",0.229357798165138,"Enabling & Strategic Technologies",0.584097859327217,1364,1359,89177
"723","Lin, Yu Chuan","National Cheng Kung University","twn",65,2000,2021,154619,2737,19,9.96590909090909,1,180,23,1239,50,1764,3.26082431618026,2478,1.1045197740113,49,0.0763,161173,2963,21,10.9849567099567,1,181,23,1318,50,1924,3.30285605872935,2590,1.14401544401544,49,0,16,"Chemical Engineering",0.430769230769231,"Physical Chemistry",0.2,"Engineering",0.430769230769231,807,751,66189
"724","Huang, Chung Lin","Asia University","twn",189,1984,2020,154865,2460,24,14,10,49,52,1074,160,2288,3.26008756124313,2361,1.04193138500635,134,0.0269,176877,2528,24,14.8333333333333,10,49,52,1085,160,2349,3.26357829557787,2399,1.05377240516882,137,0,106,"Artificial Intelligence & Image Processing",0.597883597883598,"Optoelectronics & Photonics",0.0899470899470899,"Information & Communication Technologies",0.740740740740741,2966,2503,253359
"725","Wang, Jung Der","National Cheng Kung University College of Medicine","twn",432,1981,2021,154918,8536,44,23.9507686757687,3,1,17,342,229,4451,3.25991559128474,7551,1.13044629850351,393,0.1804,125613,10415,49,26.8702131202131,3,4,17,388,229,5472,3.40506051385109,8322,1.25150204277818,401,0,95,"Environmental & Occupational Health",0.148148148148148,"Health Policy & Services",0.111111111111111,"Clinical Medicine",0.597222222222222,114,170,15278
"726","Hsu, Robert Wen Wei","Chang Gung Memorial Hospital","twn",155,1989,2021,155064,3372,29,13.8722222222222,2,28,19,1047,98,2068,3.2594969631072,3167,1.06473002841806,140,0.061,171812,3591,30,14.9055555555555,2,28,19,1073,98,2140,3.27575092441635,3274,1.09682345754429,142,0,58,"Orthopedics",0.516129032258065,"General & Internal Medicine",0.193548387096774,"Clinical Medicine",0.935483870967742,1243,1212,67782
"727","Su, Mu Chun","National Central University","twn",168,1991,2021,155791,2077,22,13.9690476190476,7,100,95,1200,113,1355,3.25756318048796,1915,1.0845953002611,123,0.115,149751,2347,24,15.2107142857143,7,136,95,1375,113,1561,3.33343222223849,2057,1.14098201263977,135,4,88,"Artificial Intelligence & Image Processing",0.488095238095238,"Biomedical Engineering",0.0952380952380952,"Information & Communication Technologies",0.625,2457,2518,253359
"728","Yuan, Tzu Chiang","Academia Sinica, Institute Of Physics","twn",127,1984,2021,156460,3478,30,16.9095238095238,3,69,5,143,113,3282,3.25576772073062,2541,1.36875245966155,109,0.0907,164491,3825,30,17.9095238095238,3,72,5,188,113,3616,3.29431097269824,2704,1.41457100591716,112,0,6,"Nuclear & Particle Physics",0.795275590551181,"General Physics",0.118110236220472,"Physics & Astronomy",0.992125984251969,3137,2653,135975
"729","Liang, Jin Tung","National Taiwan University Hospital","twn",159,1993,2021,156879,3163,31,11.1135118042098,6,57,51,1161,84,1347,3.25467049474765,2991,1.05750585088599,131,0.1035,161166,3528,34,11.9551784708764,6,62,51,1284,84,1482,3.30286907482227,3235,1.09057187017002,135,0,37,"Surgery",0.308176100628931,"Oncology & Carcinogenesis",0.257861635220126,"Clinical Medicine",0.949685534591195,1452,1499,113113
"730","Liu, Pin Lin","Chienkuo Technology University Taiwan","twn",76,1991,2020,156910,836,17,16.3333333333333,52,658,66,786,72,801,3.25455524207412,725,1.15310344827586,62,0.1573,153121,992,18,17.8333333333333,52,784,66,931,72,951,3.32422248000571,780,1.27179487179487,68,0,17,"Industrial Engineering & Automation",0.653333333333333,"Mechanical Engineering & Transports",0.0933333333333333,"Engineering",0.853333333333333,1167,1143,96361
"731","Wang, Chi","National Cheng Kung University","twn",84,1991,2021,157077,1948,24,13.6928571428571,3,54,54,1415,77,1921,3.25404075354721,1577,1.23525681674065,77,0.1056,163695,2178,26,14.4428571428571,3,57,54,1584,77,2145,3.29625636542853,1663,1.30968129885749,78,0,27,"Polymers",0.880952380952381,"Materials",0.0952380952380952,"Chemistry",0.880952380952381,1598,1458,100162
"732","Chen, Hao Ming","National Taiwan University","twn",120,2005,2021,157512,10964,48,12.5652888777889,0,0,23,1805,54,5016,3.25279266870567,9488,1.15556492411467,110,0.073,171995,11828,51,12.958146020646,0,0,23,1996,54,5405,3.27530581895906,9841,1.20191037496189,110,1,36,"Nanoscience & Nanotechnology",0.336206896551724,"Organic Chemistry",0.163793103448276,"Chemistry",0.431034482758621,1509,1386,89177
"733","Guo, Jong Shenq","Tamkang University","twn",114,1990,2021,157581,1851,23,15.1166666666667,7,74,82,1092,94,1602,3.2526483613545,1084,1.70756457564576,98,0.1647,148948,2216,25,16.95,7,90,82,1317,94,1909,3.33560901731725,1228,1.80456026058632,102,1,10,"General Mathematics",0.526315789473684,"Applied Mathematics",0.350877192982456,"Mathematics & Statistics",0.93859649122807,947,960,59044
"734","Yang, Chung May","National Taiwan University Hospital","twn",216,1991,2021,157615,2705,29,15.972619047619,5,119,21,340,97,1180,3.25254367182347,2303,1.17455492835432,174,0.0956,170060,2991,30,16.0321428571429,5,133,21,380,97,1312,3.28020083331252,2448,1.2218137254902,178,0,24,"Ophthalmology & Optometry",0.643518518518518,"General & Internal Medicine",0.115740740740741,"Clinical Medicine",0.939814814814815,1224,1168,65331
"735","Tan, Chung Sung","National Tsing Hua University","twn",151,1978,2021,157720,4201,30,19.8595238095238,7,4,37,1025,132,3718,3.25226550708628,3411,1.23160363529757,133,0.1109,155405,4725,32,21.7761904761905,7,6,37,1095,132,4110,3.31813699840083,3550,1.33098591549296,138,1,43,"Chemical Engineering",0.54,"Energy",0.146666666666667,"Engineering",0.56,773,772,66189
"736","Shih, Ing Lung","Da-Yeh University","twn",49,1990,2014,157786,2802,28,11.9011904761905,1,25,29,1892,39,2173,3.25210030405668,2451,1.14320685434517,48,0.0489,183321,2946,28,11.9011904761905,1,25,29,1949,39,2247,3.24830419883139,2523,1.16765755053508,48,0,102,"Biotechnology",0.591836734693878,"Food Science",0.0816326530612245,"Enabling & Strategic Technologies",0.591836734693878,572,484,52513
