"","authfull","inst_name","cntry","np6020","firstyr","lastyr","rank (ns)","nc9620 (ns)","h20 (ns)","hm20 (ns)","nps (ns)","ncs (ns)","cpsf (ns)","ncsf (ns)","npsfl (ns)","ncsfl (ns)","c (ns)","npciting (ns)","cprat (ns)","np6020 cited9620 (ns)","self%","rank","nc9620","h20","hm20","nps","ncs","cpsf","ncsf","npsfl","ncsfl","c","npciting","cprat","np6020 cited9620","np6020_d","nc9620_d","sm-subfield-1","sm-subfield-1-frac","sm-subfield-2","sm-subfield-2-frac","sm-field","sm-field-frac","rank sm-subfield-1","rank sm-subfield-1 (ns)","sm-subfield-1 count"
"737","Li, Hung Yi","Huafan University","twn",46,1991,2017,158034,1308,24,14.7833333333333,7,189,28,891,32,995,3.25152344325829,896,1.45982142857143,45,0.0737,174970,1412,24,15.8666666666667,7,193,28,936,32,1045,3.26816415917915,955,1.47853403141361,45,0,17,"Mechanical Engineering & Transports",0.652173913043478,"Energy",0.173913043478261,"Engineering",0.695652173913043,1270,1062,109724
"738","Wu, Jian Hong","National Cheng Kung University","twn",72,2003,2021,158348,1506,23,12.6547619047619,6,202,36,901,53,1271,3.25061388526959,967,1.55739400206825,57,0.1157,159257,1703,25,13.6880952380952,6,225,36,1042,53,1445,3.30799286088716,1031,1.65179437439379,57,0,19,"Geological & Geomatics Engineering",0.633802816901408,"Civil Engineering",0.126760563380282,"Engineering",0.830985915492958,696,668,52403
"739","Navimipour, Nima Jafari","National Yunlin University of Science and Technology","twn",108,2008,2021,158527,2786,31,20.9166666666667,1,17,16,474,87,2539,3.25016664601008,1914,1.45559038662487,103,0.2773,101849,3855,38,24.5833333333333,1,54,16,774,87,3500,3.48694300507129,2058,1.8731778425656,105,1,128,"Networking & Telecommunications",0.287037037037037,"Artificial Intelligence & Image Processing",0.12962962962963,"Information & Communication Technologies",0.601851851851852,879,1484,183648
"740","Chiou, Wen Fei","National Research Institute of Chinese Medicine Taiwan","twn",92,1988,2021,158683,3447,33,14.0801587301587,1,15,36,1175,57,2165,3.24977569127804,2999,1.14938312770924,87,0.0709,176889,3710,34,14.2801587301587,1,15,36,1283,57,2347,3.26355368813432,3137,1.18265859101052,87,1,112,"Pharmacology & Pharmacy",0.358695652173913,"Medicinal & Biomolecular Chemistry",0.282608695652174,"Clinical Medicine",0.58695652173913,1765,1595,131063
"741","Chiu, Chian Song","Chung Yuan Christian University","twn",88,1999,2020,158740,1516,18,10.8333333333333,6,521,37,947,65,1085,3.24966542513,1392,1.08908045977011,67,0.0773,181776,1643,18,11.0833333333333,6,524,37,960,65,1110,3.25186925973414,1472,1.11616847826087,73,1,38,"Artificial Intelligence & Image Processing",0.453488372093023,"Industrial Engineering & Automation",0.302325581395349,"Information & Communication Technologies",0.476744186046512,3050,2563,253359
"742","Chen, Jenq Shyong","National Chung Hsing University","twn",52,1985,2016,158772,1419,20,11.8166666666667,4,218,25,1270,41,1377,3.24958651976803,1239,1.1452784503632,44,0.047,180007,1489,21,11.8166666666667,4,219,25,1315,41,1438,3.25604841556516,1287,1.15695415695416,45,2,82,"Industrial Engineering & Automation",0.5,"Mechanical Engineering & Transports",0.115384615384615,"Engineering",0.634615384615385,1372,1161,96361
"743","Chen, Chung Yi","Fooyin University Taiwan","twn",208,1996,2018,159184,3209,29,14.9044011544011,3,21,64,1149,146,1922,3.24848645886176,2358,1.36089906700594,197,0.295,104456,4552,38,17.8555916305916,3,48,64,1725,146,2919,3.47709835766482,2703,1.68405475397706,201,4,78,"Medicinal & Biomolecular Chemistry",0.403846153846154,"Organic Chemistry",0.0913461538461538,"Chemistry",0.605769230769231,365,607,88725
"744","Hsieh, Fu Shiung","Chaoyang University of Technology","twn",103,1990,2021,159260,896,17,15.5,65,517,100,888,102,896,3.24831537649704,714,1.25490196078431,72,0.2483,133784,1192,20,17.5,65,692,100,1184,102,1192,3.37945654500736,798,1.4937343358396,90,0,22,"Artificial Intelligence & Image Processing",0.465346534653465,"Industrial Engineering & Automation",0.287128712871287,"Information & Communication Technologies",0.643564356435644,2173,2575,253359
"745","Huang, Ching Chuan","National Cheng Kung University","twn",82,1990,2021,159581,1570,20,12.9833333333333,26,153,73,1272,80,1393,3.24749008609285,1180,1.33050847457627,72,0.2018,130371,1967,23,15.9833333333333,26,230,73,1625,80,1777,3.38979807507836,1273,1.5451688923802,78,0,62,"Geological & Geomatics Engineering",0.804878048780488,"Geography",0.024390243902439,"Engineering",0.951219512195122,550,674,52403
"746","Tseng, Vincent S.","National Chiao Tung University","twn",349,1993,2021,159823,5946,38,21.5325396825397,2,0,71,1354,281,4909,3.24681365520304,4128,1.44040697674419,278,0.1692,155045,7157,43,24.015873015873,2,0,71,1615,281,5940,3.31915676622571,4499,1.59079795510113,295,1,339,"Artificial Intelligence & Image Processing",0.547337278106509,"Information Systems",0.0621301775147929,"Information & Communication Technologies",0.807692307692308,2561,2583,253359
"747","Chen, Chih Yu","Hsing Wu University","twn",75,1995,2021,160124,1890,21,13.9480158730159,3,142,37,838,51,1427,3.24600962283307,1756,1.07630979498861,67,0.0578,167323,2006,24,14.8980158730159,3,147,37,902,51,1515,3.28702679525203,1827,1.09797482211275,70,0,31,"Environmental Sciences",0.346666666666667,"Environmental Engineering",0.186666666666667,"Earth & Environmental Sciences",0.36,1066,1021,77304
"748","Chang, Chun Yen","National Taiwan Normal University","twn",159,1998,2021,160178,1922,25,14.9678571428572,11,153,40,476,124,1337,3.24588760170356,1790,1.07374301675978,132,0.1737,133736,2326,28,17.5511904761905,11,237,40,673,124,1653,3.37958498175686,1982,1.17356205852674,136,2,75,"Education",0.651612903225806,"Energy",0.0516129032258065,"Social Sciences",0.709677419354839,669,896,70063
"749","Wei, Kung Hwa","National Chiao Tung University","twn",237,1982,2021,160425,12546,56,24.8551698301698,0,0,13,142,136,6899,3.24522542596652,10344,1.21287703016241,225,0.1005,163679,13947,63,26.4093364968365,0,0,13,177,136,7624,3.29629360758506,10864,1.28378129602356,227,2,158,"Polymers",0.379746835443038,"Nanoscience & Nanotechnology",0.291139240506329,"Chemistry",0.489451476793249,1597,1495,100162
"750","Tzou, Ying Yu","National Chiao Tung University","twn",120,1987,2019,160551,2039,22,14.2833333333333,3,73,31,912,120,2039,3.24489569863609,1757,1.16050085372795,101,0.0364,179490,2116,23,14.7833333333333,3,76,31,932,120,2116,3.25729894816877,1800,1.17555555555556,105,0,67,"Electrical & Electronic Engineering",0.916666666666667,"Energy",0.0333333333333333,"Engineering",0.941666666666667,566,480,105029
"751","Wu, Shih Hsiung","Academia Sinica, Institute of Biological Chemistry","twn",245,1981,2021,160841,4338,33,15.8897297147297,2,50,12,237,102,1817,3.24417410505404,3920,1.10663265306122,229,0.1359,167149,5020,36,17.1714757464757,2,51,12,247,102,2071,3.28746927927103,4279,1.17317130170601,232,0,35,"Organic Chemistry",0.241803278688525,"Biochemistry & Molecular Biology",0.233606557377049,"Chemistry",0.450819672131147,3016,2812,144918
"752","Hon, Min Hsiung","National Cheng Kung University","twn",413,1979,2019,161090,8443,47,27.7777777777778,0,0,5,236,289,6550,3.24359418017889,7651,1.10351588027709,382,0.0624,182824,9005,48,28.7777777777778,0,0,5,238,289,6959,3.24944264482121,7914,1.13785696234521,387,4,253,"Materials",0.397094430992736,"Applied Physics",0.326876513317191,"Enabling & Strategic Technologies",0.518159806295399,2646,2247,285331
"753","Chen, Hsiu Hsi","National Taiwan University","twn",398,1992,2021,161135,11380,50,22.9119154240648,1,0,21,399,215,4095,3.24349088285426,9646,1.17976363259382,362,0.1497,134390,13383,56,24.0718360589854,1,1,21,613,215,4920,3.37763920784977,10580,1.26493383742911,372,0,87,"Oncology & Carcinogenesis",0.193954659949622,"Epidemiology",0.0780856423173804,"Clinical Medicine",0.634760705289673,4931,6094,271773
"754","Yang, Yi Hsuan","Academia Sinica Taiwan","twn",166,2006,2021,161354,2318,23,13.6690476190476,3,72,24,977,100,1684,3.24291726643873,1712,1.35397196261682,139,0.1835,143768,2839,28,15.702380952381,3,86,24,1155,100,2053,3.35033331827428,1915,1.48250652741514,151,0,41,"Artificial Intelligence & Image Processing",0.645962732919255,"Acoustics",0.142857142857143,"Information & Communication Technologies",0.708074534161491,2349,2610,253359
"755","Kwo, Jueinai","National Tsing Hua University","twn",354,1980,2020,161796,8484,45,14.801443001443,1,4,32,866,101,1696,3.24178042366243,6393,1.32707648991084,303,0.2171,148753,10837,55,16.8987585943468,1,4,32,1000,101,2103,3.33616111850387,6884,1.57423009877978,317,0,71,"Applied Physics",0.773371104815864,"Materials",0.056657223796034,"Physics & Astronomy",0.855524079320113,4353,4472,269833
"756","Chang, Li Pin","National Yang Ming Chiao Tung University","twn",76,2001,2021,163041,1576,17,11.375,4,345,28,981,53,1347,3.23836955792806,1083,1.45521698984303,54,0.1283,165490,1808,19,12.1845238095238,4,357,28,1116,53,1517,3.29173025398668,1189,1.52060555088309,57,0,38,"Computer Hardware & Architecture",0.367647058823529,"Computation Theory & Mathematics",0.132352941176471,"Information & Communication Technologies",0.852941176470588,186,188,18129
"757","Shyu, Yea Ing L.","Chang Gung Memorial Hospital","twn",131,1996,2021,163166,1930,26,12.7412698412698,9,103,43,910,85,1286,3.23803411700509,1685,1.14540059347181,116,0.1598,154189,2297,28,14.5007936507936,9,124,43,1102,85,1531,3.32135680891916,1824,1.2593201754386,117,0,15,"Nursing",0.526717557251908,"Geriatrics",0.16030534351145,"Public Health & Health Services",0.66412213740458,408,487,90621
"758","Chang, Chi Cheng","National Taiwan Normal University","twn",120,2001,2021,163243,1554,21,13.7833333333333,10,194,51,858,81,1132,3.23779324232647,1430,1.08671328671329,93,0.1012,171341,1729,23,14.2833333333333,10,215,51,923,81,1230,3.27689097341158,1538,1.12418725617685,94,4,86,"Education",0.722689075630252,"Artificial Intelligence & Image Processing",0.109243697478992,"Social Sciences",0.747899159663866,925,922,70063
"759","Yang, Ming Chien","National Taiwan University of Science and Technology","twn",155,1986,2020,163966,5508,41,22.66829004329,0,0,28,1065,103,4392,3.23598745172975,4861,1.13310018514709,150,0.0596,182004,5857,42,23.86829004329,0,0,28,1150,103,4657,3.25134864748863,5030,1.16441351888668,153,3,128,"Polymers",0.490322580645161,"Biomedical Engineering",0.103225806451613,"Chemistry",0.509677419354839,1781,1538,100162
"760","Hu, Yi Chung","Chung Yuan Christian University","twn",50,2002,2014,164038,946,20,16,24,327,41,748,46,915,3.23578333939854,831,1.13838748495788,49,0.0771,187335,1025,20,15.3333333333333,24,342,41,821,46,994,3.23890537925863,875,1.17142857142857,49,0,35,"Artificial Intelligence & Image Processing",0.62,"Numerical & Computational Mathematics",0.14,"Information & Communication Technologies",0.64,3151,2662,253359
"761","Cheng, Wu Hsun","Industrial Technology Research Institute of Taiwan","twn",33,1986,2005,165148,1653,24,12.6190476190476,9,331,16,531,23,877,3.23295818034682,1306,1.26569678407351,32,0.0417,191282,1725,24,12.6190476190476,9,341,16,543,23,900,3.2301450466826,1344,1.28348214285714,32,0,22,"Physical Chemistry",0.545454545454545,"Polymers",0.121212121212121,"Chemistry",0.787878787878788,724,611,36069
"762","Wang, Meng Hui","National Chin-Yi University of Technology","twn",55,1994,2015,165256,1181,20,13,11,335,38,776,46,1114,3.23271641899319,968,1.22004132231405,52,0.1012,174615,1314,21,13.5,11,367,38,866,46,1235,3.26895950991197,1033,1.27202323330107,52,1,66,"Artificial Intelligence & Image Processing",0.436363636363636,"Energy",0.327272727272727,"Information & Communication Technologies",0.509090909090909,2925,2679,253359
"763","Huang, Cheng Liang","National Cheng Kung University","twn",294,1985,2021,165588,4045,35,21.3428571428571,0,0,158,2808,232,3437,3.2318171820481,2704,1.49593195266272,264,0.1552,168214,4788,38,22.7595238095238,0,0,158,3342,232,4063,3.28487938783957,2934,1.6319018404908,270,0,83,"Materials",0.551020408163265,"Applied Physics",0.251700680272109,"Enabling & Strategic Technologies",0.591836734693878,2406,2300,285331
"764","Kuo, Chao Yin","National Yunlin University of Science and Technology","twn",74,1997,2021,165874,1543,20,11.75,5,302,31,893,40,1041,3.23108842805962,1463,1.05468215994532,64,0.0738,181494,1666,20,12.5833333333333,5,315,31,948,40,1123,3.25255071295862,1528,1.09031413612565,68,6,44,"Chemical Engineering",0.22972972972973,"Physical Chemistry",0.162162162162162,"Engineering",0.405405405405405,916,814,66189
"765","Chen, Jyh Yih","Academia Sinica, Institute of Cellular and Organismic Biology","twn",130,1997,2021,165886,2553,28,15.3714285714286,2,63,21,385,102,1922,3.2310588708547,1661,1.53702588801927,118,0.2145,141403,3250,33,17.9547619047619,2,90,21,456,102,2437,3.35714418700682,1793,1.81260457334077,121,0,25,"Fisheries",0.3,"Endocrinology & Metabolism",0.161538461538461,"Agriculture, Fisheries & Forestry",0.315384615384615,399,481,32323
"766","Teng, Ching I.","Chang Gung University","twn",106,2006,2021,165970,1305,19,13.6,10,301,42,672,101,1275,3.23083913047751,1142,1.14273204903678,92,0.273,125651,1795,24,16.9333333333333,10,415,42,945,101,1747,3.40491581907978,1239,1.44874899112187,96,0,36,"Information Systems",0.295238095238095,"Nursing",0.180952380952381,"Information & Communication Technologies",0.314285714285714,294,425,17971
"767","Chou, Fang Cheng","National Taiwan University","twn",359,1990,2021,166210,11640,48,16.7197639577435,1,1,12,694,138,2260,3.23020425888668,8264,1.40851887705712,319,0.135,154906,13456,53,17.9749036565903,1,2,12,805,138,2738,3.31953695465171,9086,1.48095971824785,327,0,14,"Applied Physics",0.479108635097493,"General Physics",0.194986072423398,"Physics & Astronomy",0.788300835654596,4545,4604,269833
"768","Chang, Fi John","National Taiwan University","twn",151,1991,2021,166276,4581,37,20.9587301587302,3,0,56,2081,115,3753,3.23004847608741,3534,1.29626485568761,129,0.1506,167383,5393,42,22.6126984126984,3,0,56,2346,115,4363,3.28688833895842,3750,1.43813333333333,131,0,121,"Environmental Engineering",0.629139072847682,"Environmental Sciences",0.119205298013245,"Engineering",0.662251655629139,845,832,51126
"769","Jou, Hurng Liahng","National Kaohsiung University of Science and Technology","twn",124,1985,2021,166513,2048,24,12.8166666666667,1,116,45,902,57,1137,3.22941228368737,1789,1.14477361654556,96,0.0648,185733,2190,25,12.8666666666667,1,119,45,960,57,1223,3.24266602004109,1867,1.17300482056776,103,1,87,"Electrical & Electronic Engineering",0.564516129032258,"Energy",0.346774193548387,"Engineering",0.604838709677419,595,507,105029
"770","Pan, Chien Yu","National Kaohsiung Normal University","twn",49,2005,2021,166623,1410,21,12.25,6,315,20,846,25,913,3.22910495707122,1038,1.35838150289017,47,0.1269,174851,1615,23,12.7833333333333,6,335,20,911,25,989,3.26843758463464,1131,1.42793987621574,48,0,5,"Rehabilitation",0.346938775510204,"Developmental & Child Psychology",0.183673469387755,"Public Health & Health Services",0.408163265306123,412,404,24318
"771","Chiu, Jen Hwey","Veterans General Hospital-Taipei","twn",153,1990,2021,166786,3551,34,13.6842564298447,4,58,27,492,58,1009,3.22872470428074,3289,1.07965947096382,140,0.1006,170289,3948,37,14.9632246838129,4,59,27,578,58,1138,3.2796385985152,3511,1.12446596411279,144,0,53,"Surgery",0.143790849673203,"Oncology & Carcinogenesis",0.137254901960784,"Clinical Medicine",0.823529411764706,1528,1601,113113
"772","Yang, Gordon C.C.","National Sun Yat-Sen University","twn",61,1993,2019,166886,1553,20,12.9166666666667,12,97,57,1501,59,1522,3.22847994495186,1410,1.10141843971631,58,0.0767,177494,1682,21,13.75,12,105,57,1627,59,1650,3.26218210282769,1447,1.16240497581202,58,0,45,"Strategic, Defence & Security Studies",0.278688524590164,"Chemical Engineering",0.229508196721312,"Engineering",0.377049180327869,196,185,18114
"773","Yeh, Chen Sheng","National Cheng Kung University","twn",178,1991,2021,166994,9126,54,19.8380702630703,0,0,16,327,107,6240,3.22823567079532,8123,1.12347654807337,161,0.0676,179258,9788,57,20.8975940725941,0,0,16,396,107,6555,3.25789517502758,8502,1.15125852740532,162,2,136,"Nanoscience & Nanotechnology",0.333333333333333,"Chemical Physics",0.180790960451977,"Enabling & Strategic Technologies",0.367231638418079,1567,1487,89177
"774","Liao, Chung Min","National Taiwan University","twn",234,1990,2021,167153,3426,29,15.7015873015873,4,8,93,1237,203,2886,3.22780715543644,2954,1.15978334461747,206,0.1435,145199,4000,31,17.318253968254,4,18,93,1495,203,3334,3.3462402249552,3195,1.25195618153365,213,0,41,"Environmental Sciences",0.291845493562232,"Toxicology",0.141630901287554,"Earth & Environmental Sciences",0.36480686695279,895,1063,77304
"775","Su, Chun Lien","National Kaohsiung University of Science and Technology","twn",143,1999,2021,168123,1551,14,9.75952380952381,14,603,89,1132,104,1217,3.22527945136502,1417,1.09456598447424,104,0.0946,167201,1713,17,10.9261904761905,14,610,89,1210,104,1307,3.28734074389966,1524,1.1240157480315,119,5,30,"Electrical & Electronic Engineering",0.436619718309859,"Energy",0.373239436619718,"Engineering",0.570422535211268,531,518,105029
"776","Lu, Chih Yuan","Macronix International Co., Ltd. Taiwan","twn",446,1978,2021,168264,3269,28,11.9476125182007,8,64,33,355,409,2780,3.22491033338155,2419,1.3513848697809,309,0.1546,170987,3867,31,13.0575692281575,8,65,33,365,409,3339,3.27783061553018,2636,1.46699544764795,347,1,84,"Applied Physics",0.777262180974478,"Industrial Engineering & Automation",0.0788863109048724,"Physics & Astronomy",0.791183294663573,5060,4672,269833
"777","Chen, Ih Sheng","Kaohsiung Medical University","twn",310,1976,2020,168268,5718,35,19.3202380952381,1,2,17,715,174,3700,3.22490306272258,4361,1.31116716349461,298,0.1613,146869,6818,40,22.0273809523809,1,4,17,823,174,4410,3.34134708489526,4786,1.42457166736314,302,0,94,"Medicinal & Biomolecular Chemistry",0.464516129032258,"General Chemistry",0.170967741935484,"Chemistry",0.72258064516129,568,659,88725
"778","Shen, Ya Ching","National Taiwan University","twn",191,1989,2021,168285,3267,28,16.1226551226551,1,8,106,1584,159,2286,3.22485631702077,2273,1.43730752309723,189,0.1737,147000,3954,33,17.9214646464646,1,12,106,1999,159,2806,3.34097649334851,2535,1.55976331360947,190,0,23,"Medicinal & Biomolecular Chemistry",0.408376963350785,"General Chemistry",0.25130890052356,"Chemistry",0.785340314136126,569,660,88725
"779","Shu, Y. C.","Institute of Applied Mechanics, National Taiwan University","twn",75,1993,2021,168421,2164,20,10.1333333333333,8,95,27,1603,57,1809,3.22454005627482,1669,1.29658478130617,49,0.1731,157592,2617,22,11.8,8,113,27,1843,57,2163,3.31239215486031,1787,1.46446558477896,58,0,27,"Materials",0.394366197183099,"Optoelectronics & Photonics",0.197183098591549,"Enabling & Strategic Technologies",0.647887323943662,2258,2348,285331
